NIBRS_Offense_Code,NIBRS_Crime_Against,NIBRS_Offense_Category,NIBRS_Offense_Type,incident_category,incident_description
26A,Crimes against property,Fraud Offenses (except Counterfeiting/Forgery and Bad Checks),26A False Pretenses/Swindle/Confidence Game,FRAUD,"THEFT, TRICK AND DEVICE, FELONY"
23G,Crimes against property,Larceny/Theft Offenses,23G Theft of Motor Vehicle Parts or Accessories,LARCENY/THEFT,"THEFT, VEHICLE STRIP, <$50"
23G,Crimes against property,Larceny/Theft Offenses,23G Theft of Motor Vehicle Parts or Accessories,LARCENY/THEFT,"THEFT, VEHICLE STRIP, >$950"
23G,Crimes against property,Larceny/Theft Offenses,23G Theft of Motor Vehicle Parts or Accessories,LARCENY/THEFT,"THEFT, VEHICLE STRIP, $200-$950"
23G,Crimes against property,Larceny/Theft Offenses,23G Theft of Motor Vehicle Parts or Accessories,LARCENY/THEFT,"THEFT, VEHICLE STRIP, $50-$200"
23G,Crimes against property,Larceny/Theft Offenses,23G Theft of Motor Vehicle Parts or Accessories,LARCENY/THEFT,"THEFT, VEHICLE STRIP, ATTEMPTED"
13B,Crimes against person,Assault Offenses,13B Simple Assault,ASSAULT,THREAT OR FORCE TO RESIST EXECUTIVE OFFICER
13C,Crimes against person,Assault Offenses,13C Intimidation,OTHER MISCELLANEOUS,THREAT OR FORCE TO RESIST EXECUTIVE OFFICER
13C,Crimes against person,Assault Offenses,13C Intimidation,ASSAULT,THREAT TO STATE OFFICIAL OR JUDGE
13C,Crimes against person,Assault Offenses,13C Intimidation,OTHER MISCELLANEOUS,THREAT TO STATE OFFICIAL OR JUDGE
13C,Crimes against person,Assault Offenses,13C Intimidation,ASSAULT,THREATENING PHONE CALL(S)
13C,Crimes against person,Assault Offenses,13C Intimidation,ASSAULT,THREATENING SCHOOL OR PUBLIC EMPLOYEE
13C,Crimes against person,Assault Offenses,13C Intimidation,OTHER MISCELLANEOUS,THREATENING SCHOOL OR PUBLIC EMPLOYEE
13C,Crimes against person,Assault Offenses,13C Intimidation,ASSAULT,THREATS AGAINST LIFE
13C,Crimes against person,Assault Offenses,13C Intimidation,ASSAULT,THREATS TO SCHOOL TEACHERS
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,THROWING INJURIOUS SUBSTANCE ON HIGHWAY
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,"THROWING OBJECT AT COMMON CARRIER, PASSENGER OR FREIGHT"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,THROWING SUBSTANCE AT VEHICLE
90F,Crimes against society,"Family Offenses, Nonviolent","90F Family Offenses, Nonviolent",OFFENCES AGAINST THE FAMILY AND CHILDREN,"TOBACCO PRODUCTS, SELLING OR FURNISHING TO MINOR"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,"TOBACCO PRODUCTS, SELLING OR FURNISHING TO MINOR"
270,Crimes against property,Embezzlement,270 Embezzlement,LARCENY/THEFT,"TRADE SECRETS, THEFT OR UNAUTHORIZED COPYING"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,NON-CRIMINAL,TRAFFIC ACCIDENT
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,TRAFFIC COLLISION,TRAFFIC COLLISION
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, INJURY"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,TRAFFIC COLLISION,"TRAFFIC COLLISION, HIT & RUN, INJURY"
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,OTHER OFFENSES,"TRAFFIC COLLISION, HIT & RUN, PROPERTY DAMAGE"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,TRAFFIC COLLISION,"TRAFFIC COLLISION, HIT & RUN, PROPERTY DAMAGE"
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,OTHER OFFENSES,TRAFFIC VIOLATION
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,OTHER OFFENSES,TRAFFIC VIOLATION ARREST
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,TRAFFIC VIOLATION ARREST,TRAFFIC VIOLATION ARREST
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,TRANSPORTAION OF CONTROLLED SUBSTANCE
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,TRANSPORTATION OF AMPHETAMINE
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,TRANSPORTATION OF COCAINE
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,TRANSPORTATION OF HALLUCINOGENIC
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,TRANSPORTATION OF HEROIN
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,TRANSPORTATION OF MARIJUANA
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,TRANSPORTATION OF METH-AMPHETAMINE
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,TRANSPORTATION OF METHADONE
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,TRANSPORTATION OF OPIATES
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,TRANSPORTATION OF OPIUM
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,TRANSPORTATION OF OPIUM DERIVATIVE
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,"TRASH, PLACING ON THE STREET"
90J,Crimes against society,Trespass of Real Property,90J Trespass of Real Property,ASSAULT,TRESPASS WITHIN 30 DAYS OF CREDIBLE THREAT
90J,Crimes against society,Trespass of Real Property,90J Trespass of Real Property,DISORDERLY CONDUCT,TRESPASS WITHIN 30 DAYS OF CREDIBLE THREAT
90J,Crimes against society,Trespass of Real Property,90J Trespass of Real Property,OTHER MISCELLANEOUS,TRESPASSING
90J,Crimes against society,Trespass of Real Property,90J Trespass of Real Property,TRESPASS,TRESPASSING
90J,Crimes against society,Trespass of Real Property,90J Trespass of Real Property,OTHER MISCELLANEOUS,TRESPASSING ON RAILROAD TRAINS
90J,Crimes against society,Trespass of Real Property,90J Trespass of Real Property,TRESPASS,TRESPASSING ON RAILROAD TRAINS
90J,Crimes against society,Trespass of Real Property,90J Trespass of Real Property,OTHER MISCELLANEOUS,TRESPASSING OR LOITERING NEAR POSTED INDUSTRIAL PROPERTY
90J,Crimes against society,Trespass of Real Property,90J Trespass of Real Property,TREA,TRESPASSING OR LOITERING NEAR POSTED INDUSTRIAL PROPERTY
26A,Crimes against property,Fraud Offenses (except Counterfeiting/Forgery and Bad Checks),26A False Pretenses/Swindle/Confidence Game,FRAUD,"TRICK AND DEVICE, ATTEMPTED"
26A,Crimes against property,Fraud Offenses (except Counterfeiting/Forgery and Bad Checks),26A False Pretenses/Swindle/Confidence Game,FRAUD,"TRICK AND DEVICE, GRAND THEFT"
26A,Crimes against property,Fraud Offenses (except Counterfeiting/Forgery and Bad Checks),26A False Pretenses/Swindle/Confidence Game,FRAUD,"TRICK AND DEVICE, PETTY THEFT"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,JUVENILE OFFENSES,"TRUANT, HABITUAL"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,NON-CRIMINAL,"TRUANT, HABITUAL"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,NON-CRIMINAL,TURNED IN GUN
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,UNAUTHORIZED USE OF LOUD SPEAKERS
90E,Crimes against society,Drunkenness (except Driving Under the Influence),90E Drunkenness (except Driving Under the Influence),DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,UNDER INFLUENCE OF DRUGS IN A PUBLIC PLACE
35A,Crimes against society,Drug/Narcotic Offenses,35A Drug/Narcotic Violations,DRUG/NARCOTIC,UNDER THE INFLUENCE OF CONTROLLED SUBSTANCES
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER MISCELLANEOUS,UNEMPLOYMENT INSURANCE ACT VIOLATION
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,UNKNOWN COMPLAINT
90C,Crimes against society,Disorderly Conduct,90C Disorderly Conduct,DISORDERLY CONDUCT,UNLAWFUL ASSEMBLY
90C,Crimes against society,Disorderly Conduct,90C Disorderly Conduct,LOITERING,UNLAWFUL ASSEMBLY
13C,Crimes against person,Assault Offenses,13C Intimidation,ASSAULT,UNLAWFUL DISSUADING/THREATENING OF A WITNESS
36B,Crimes against person,"Sex Offenses, Nonforcible",36B Statutory Rape,"SEX OFFENSES, NON FORCIBLE",UNLAWFUL SEXUAL INTERCOURSE
11A,Crimes against person,Sex Offenses,11A Rape (except Statutory Rape),RAPE,UNLAWFUL SEXUAL INTERCOURSE WITH MINOR
90G,Crimes against society,Liquor Law Violations (except Driving Under the Influence and Drunkenness),90G Liquor Law Violations (except Driving Under the Influence and Drunkenness),LIQUOR LAWS,UNLAWFUL TRANSPORTATION OF ALCOHOL
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,UNSOLICITED FAX ADVERTISING
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,SUSPICIOUS OCC,UNUSUAL OCCURENCE
99X,Excluded cases,Excluded cases,99X Non-Categorisable Offenses,OTHER MISCELLANEOUS,UNUSUAL OCCURRENCE
290,Crimes against property,Destruction/Damage/Vandalism of Property (except Arson),315 Destruction/Damage/Vandalism of Property (except Arson),MALICIOUS MISCHIEF,VANDALISM OR GRAFFITI ON OR WITHIN 100 FT OF HIGHWAY
290,Crimes against property,Destruction/Damage/Vandalism of Property (except Arson),290 Destruction/Damage/Vandalism of Property (except Arson),VANDALISM,VANDALISM OR GRAFFITI ON OR WITHIN 100 FT OF HIGHWAY
290,Crimes against property,Destruction/Damage/Vandalism of Property (except Arson),316 Destruction/Damage/Vandalism of Property (except Arson),MALICIOUS MISCHIEF,"VANDALISM OR GRAFFITI TOOLS, POSSESSION"
290,Crimes against property,Destruction/Damage/Vandalism of Property (except Arson),290 Destruction/Damage/Vandalism of Property (except Arson),VANDALISM,"VANDALISM OR GRAFFITI TOOLS, POSSESSION"
290,Crimes against property,Destruction/Damage/Vandalism of Property (except Arson),317 Destruction/Damage/Vandalism of Property (except Arson),MALICIOUS MISCHIEF,VANDALISM WITH NOXIOUS CHEMICAL
290,Crimes against property,Destruction/Damage/Vandalism of Property (except Arson),290 Destruction/Damage/Vandalism of Property (except Arson),VANDALISM,VANDALISM WITH NOXIOUS CHEMICAL
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER MISCELLANEOUS,"VEHICLE ALARM CODE GRABBING DEVICE, POSSESS OR USE"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,"VEHICLE ALARM CODE GRABBING DEVICE, POSSESS OR USE"
250,Crimes against property,Counterfeiting/Forgery,250 Counterfeiting/Forgery,FORGERY/COUNTERFEITING,"VEHICLE REGISTRATION, FALSE EVIDENCE OF"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER MISCELLANEOUS,"VEHICLE, DISABLED PLACARD VIOLATION"
99Y,Excluded cases,Excluded cases,99Y Non-Reportable Crimes,OTHER OFFENSES,"VEHICLE, DISABLED PLACARD VIOLATION"
270,Crimes against property,Embezzlement,289 Embezzlement,EMBEZZLEMENT,"VEHICLE, EMBEZZLED"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,VEHICLE IMPOUNDED,"VEHICLE, IMPOUNDED"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,VEHICLE MISPLACED,"VEHICLE, MISPLACED"
90G,Crimes against society,Liquor Law Violations (except Driving Under the Influence and Drunkenness),90G Liquor Law Violations (except Driving Under the Influence and Drunkenness),OTHER MISCELLANEOUS,"VEHICLE, OPEN CONTAINER OF ALCOHOL IN"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,RECOVERED VEHICLE,"VEHICLE, RECOVERED, AUTO"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,RECOVERED VEHICLE,"VEHICLE, RECOVERED, BUS"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,VEHICLE THEFT,"VEHICLE, RECOVERED, BUS"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,RECOVERED VEHICLE,"VEHICLE, RECOVERED, CAMPER-HOUSE CAR-MOTOR HOME"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,VEHICLE THEFT,"VEHICLE, RECOVERED, CAMPER-HOUSE CAR-MOTOR HOME"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,RECOVERED VEHICLE,"VEHICLE, RECOVERED, MOBILE HOME OR HOUSE TRAILER"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,RECOVERED VEHICLE,"VEHICLE, RECOVERED, MOBILE HOME-TRAILER"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,VEHICLE THEFT,"VEHICLE, RECOVERED, MOBILE HOME-TRAILER"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,RECOVERED VEHICLE,"VEHICLE, RECOVERED, MOTORCYCLE"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,VEHICLE THEFT,"VEHICLE, RECOVERED, MOTORCYCLE"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,RECOVERED VEHICLE,"VEHICLE, RECOVERED, OTHER VEHICLE"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,VEHICLE THEFT,"VEHICLE, RECOVERED, OTHER VEHICLE"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,VEHICLE THEFT,"VEHICLE, RECOVERED, STOLEN OUTSIDE SF"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,RECOVERED VEHICLE,"VEHICLE, RECOVERED, TRUCK"
270,Crimes against property,Embezzlement,290 Embezzlement,EMBEZZLEMENT,"VEHICLE, RENTAL, FAILURE TO RETURN"
26A,Crimes against property,Fraud Offenses (except Counterfeiting/Forgery and Bad Checks),26A False Pretenses/Swindle/Confidence Game,VEHICLE THEFT,"VEHICLE, RENTAL, FAILURE TO RETURN"
240,Crimes against property,Motor Vehicle Theft,240 Motor Vehicle Theft,VEHICLE THEFT,"VEHICLE, STOLEN & RECOVERED"
240,Crimes against property,Motor Vehicle Theft,240 Motor Vehicle Theft,VEHICLE THEFT,"VEHICLE, STOLEN, ATTEMPTED"
240,Crimes against property,Motor Vehicle Theft,240 Motor Vehicle Theft,VEHICLE THEFT,"VEHICLE, STOLEN, AUTO"
240,Crimes against property,Motor Vehicle Theft,240 Motor Vehicle Theft,VEHICLE THEFT,"VEHICLE, STOLEN, BUS"
240,Crimes against property,Motor Vehicle Theft,240 Motor Vehicle Theft,VEHICLE THEFT,"VEHICLE, STOLEN, MOBILE HOME OR HOUSE TRAILER"
240,Crimes against property,Motor Vehicle Theft,240 Motor Vehicle Theft,VEHICLE THEFT,"VEHICLE, STOLEN, MOTORCYCLE"
240,Crimes against property,Motor Vehicle Theft,240 Motor Vehicle Theft,VEHICLE THEFT,"VEHICLE, STOLEN, OTHER VEHICLE"
240,Crimes against property,Motor Vehicle Theft,240 Motor Vehicle Theft,VEHICLE THEFT,"VEHICLE, STOLEN, TRUCK"
290,Crimes against property,Destruction/Damage/Vandalism of Property (except Arson),290 Destruction/Damage/Vandalism of Property (except Arson),VANDALISM,"VEHICLE, TAMPERING"
290,Crimes against property,Destruction/Damage/Vandalism of Property (except Arson),298 Destruction/Damage/Vandalism of Property (except Arson),OTHER MISCELLANEOUS,"VEHICLE, THROWING SUBSTANCE AT"
26D,Crimes against property,Fraud Offenses (except Counterfeiting/Forgery and Bad Checks),26D Welfare Fraud,FRAUD,"VETERAN OR EX-SERVICEMAN, FALSE REPRESENTATION AS"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER MISCELLANEOUS,VIN SWITCH
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,VIN SWITCH
250,Crimes against property,Counterfeiting/Forgery,250 Counterfeiting/Forgery,FORGERY/COUNTERFEITING,"VIN, ALTER OR REMOVE"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,"VIN, ALTER OR REMOVE"
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,VIOLATION OF CALIF UNEMPLOYMENT INSURANCE ACT
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OFFENCES AGAINST THE FAMILY AND CHILDREN,VIOLATION OF CIVIL GANG INJUNCTION
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,VIOLATION OF CIVIL GANG INJUNCTION
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OFFENCES AGAINST THE FAMILY AND CHILDREN,VIOLATION OF EMERGENCY PROTECTIVE ORDER
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,VIOLATION OF EMERGENCY PROTECTIVE ORDER
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,VIOLATION OF FEDERAL STATUTE
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,VIOLATION OF FIRE CODE
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,VIOLATION OF PARK CODE
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OFFENCES AGAINST THE FAMILY AND CHILDREN,VIOLATION OF RESTRAINING ORDER
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER
520,Crimes against society,Weapon Law Violations,520 Weapon Law Violations,WEAPON LAWS,VIOLATION OF RESTRICTIONS ON A FIREARM TRANSFER
520,Crimes against society,Weapon Law Violations,563 Weapon Law Violations,WEAPONS CARRYING ETC,VIOLATION OF RESTRICTIONS ON A FIREARM TRANSFER
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,VIOLATION OF STATE LABOR CODE
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OFFENCES AGAINST THE FAMILY AND CHILDREN,VIOLATION OF STAY AWAY ORDER
90Z,All Other Offenses,All Other Offenses,90Z All Other Offenses,OTHER OFFENSES,VIOLATION OF STAY AWAY ORDER
90B,Crimes against society,Curfew/Loitering/Vagrancy Violations,90B Curfew/Loitering/Vagrancy Violations,DRUG/NARCOTIC,VISITING WHERE DRUGS ARE USED OR SMOKED
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,WARRANTS,WARRANT ARREST
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,WARRANTS,"WARRANT ARREST, ENROUTE TO ADULT AUTHORITY"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,WARRANTS,"WARRANT ARREST, ENROUTE TO DEPT. OF CORRECTIONS"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,WARRANTS,"WARRANT ARREST, ENROUTE TO OUTSIDE JURISDICTION"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,WARRANTS,"WARRANT ARREST, ENROUTE TO PAROLE"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,WARRANTS,"WARRANT ARREST, ENROUTE TO PROBATION"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,WARRANTS,"WARRANT ARREST, ENROUTE TO US MARSHALL"
99Z,Excluded cases,Excluded cases,99Z Non-Criminal Matters,WARRANTS,"WARRANT ARREST, LOCAL SF WARRANT"
520,Crimes against society,Weapon Law Violations,520 Weapon Law Violations,WEAPON LAWS,"WEAPON, ASSAULT, POSSESSION, MANUFACTURE, OR SALE"
520,Crimes against society,Weapon Law Violations,564 Weapon Law Violations,WEAPONS CARRYING ETC,"WEAPON, ASSAULT, POSSESSION, MANUFACTURE, OR SALE"
520,Crimes against society,Weapon Law Violations,520 Weapon Law Violations,WEAPON LAWS,"WEAPON, ASSAULT, REGISTRATION OR TRANSFER VIOLATION"
520,Crimes against society,Weapon Law Violations,565 Weapon Law Violations,WEAPONS CARRYING ETC,"WEAPON, ASSAULT, REGISTRATION OR TRANSFER VIOLATION"
520,Crimes against society,Weapon Law Violations,581 Weapon Law Violations,WEAPONS OFFENSE,"WEAPON, CARRYING CONCEALED"
520,Crimes against society,Weapon Law Violations,582 Weapon Law Violations,WEAPONS OFFENSE,"WEAPON, CARRYING CONCEALED WITH FELONY OR NARCOTICS CONVICTION"
520,Crimes against society,Weapon Law Violations,583 Weapon Law Violations,WEAPONS OFFENSE,"WEAPON, CONCEALED, LOITERING WHILE CARRYING"
520,Crimes against society,Weapon Law Violations,520 Weapon Law Violations,WEAPON LAWS,"WEAPON, DEADLY, CARRYING WITH INTENT TO COMMIT ASSAULT"
520,Crimes against society,Weapon Law Violations,566 Weapon Law Violations,WEAPONS CARRYING ETC,"WEAPON, DEADLY, CARRYING WITH INTENT TO COMMIT ASSAULT"
520,Crimes against society,Weapon Law Violations,520 Weapon Law Violations,OTHER MISCELLANEOUS,"WEAPON, DEADLY, EXHIBITING TO RESIST ARREST"
520,Crimes against society,Weapon Law Violations,520 Weapon Law Violations,WEAPON LAWS,"WEAPON, DEADLY, EXHIBITING TO RESIST ARREST"
520,Crimes against society,Weapon Law Violations,567 Weapon Law Violations,WEAPONS CARRYING ETC,"WEAPON, DEADLY, EXHIBITING TO RESIST ARREST"
520,Crimes against society,Weapon Law Violations,584 Weapon Law Violations,WEAPONS OFFENSE,"WEAPON, DEADLY, IMITATION OR LASER SCOPE, EXHIBITING"
520,Crimes against society,Weapon Law Violations,520 Weapon Law Violations,WEAPON LAWS,"WEAPON, DEADLY, POSSESSION OF TO VIOLATE 136.1 PC"
520,Crimes against society,Weapon Law Violations,568 Weapon Law Violations,WEAPONS CARRYING ETC,"WEAPON, DEADLY, POSSESSION OF TO VIOLATE 136.1 PC"
520,Crimes against society,Weapon Law Violations,585 Weapon Law Violations,WEAPONS OFFENSE,"WEAPON, DEADLY, POSSESSION W/ INTENT TO ASSAULT"
520,Crimes against society,Weapon Law Violations,520 Weapon Law Violations,WEAPON LAWS,"WEAPON, POSSESS OR BRING OTHER ON SCHOOL GROUNDS"
520,Crimes against society,Weapon Law Violations,569 Weapon Law Violations,WEAPONS CARRYING ETC,"WEAPON, POSSESS OR BRING OTHER ON SCHOOL GROUNDS"
